,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
5973,50,entrepreneur,married,primary,no,461,yes,no,unknown,15,may,651,32,-1,0,unknown,yes
5974,50,entrepreneur,married,secondary,no,78,no,no,telephone,4,jun,143,1,-1,0,unknown,no
5975,50,entrepreneur,married,secondary,no,556,yes,no,unknown,16,may,130,2,-1,0,unknown,no
5976,50,entrepreneur,married,secondary,no,854,no,no,cellular,16,apr,198,1,-1,0,unknown,no
5977,50,entrepreneur,married,secondary,no,2731,no,no,cellular,8,aug,111,2,-1,0,unknown,no
5978,50,entrepreneur,married,tertiary,no,-168,yes,no,cellular,23,jul,1327,2,-1,0,unknown,yes
5979,50,entrepreneur,married,tertiary,no,230,no,no,telephone,30,jul,1089,4,-1,0,unknown,yes
5980,50,entrepreneur,married,tertiary,no,2410,no,no,cellular,21,nov,65,1,-1,0,unknown,no
5981,50,housemaid,married,primary,no,4,no,no,unknown,16,jun,51,1,-1,0,unknown,no
5982,50,housemaid,married,primary,no,5296,no,no,cellular,19,nov,64,7,-1,0,unknown,no
5983,50,housemaid,married,secondary,no,388,no,no,cellular,8,jun,152,2,89,2,success,no
5984,50,housemaid,married,secondary,no,388,no,no,cellular,11,mar,203,2,-1,0,unknown,yes
5985,50,housemaid,married,secondary,no,388,no,no,cellular,15,sep,173,2,99,4,failure,yes
5986,50,housemaid,married,tertiary,no,6181,no,no,unknown,17,jun,1162,2,-1,0,unknown,no
5987,50,housemaid,single,primary,no,1158,yes,no,cellular,3,feb,116,3,265,3,failure,no
5988,50,housemaid,single,secondary,no,799,no,no,telephone,28,jan,63,1,-1,0,unknown,no
5989,50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown,no
5990,50,management,divorced,tertiary,no,60,no,no,cellular,19,aug,255,2,-1,0,unknown,no
5991,50,management,divorced,tertiary,no,299,no,no,cellular,17,nov,666,3,-1,0,unknown,no
5992,50,management,divorced,tertiary,no,405,no,no,cellular,2,apr,82,6,-1,0,unknown,no
5993,50,management,divorced,tertiary,no,810,no,no,cellular,4,jun,510,3,-1,0,unknown,yes
5994,50,management,divorced,tertiary,no,2564,yes,no,cellular,21,nov,124,4,113,8,failure,no
5995,50,management,married,primary,no,313,no,no,telephone,14,oct,958,1,-1,0,unknown,yes
5996,50,management,married,secondary,no,0,yes,no,unknown,14,may,94,4,-1,0,unknown,no
5997,50,management,married,secondary,no,1165,no,no,cellular,16,jul,455,1,-1,0,unknown,yes
5998,50,management,married,secondary,no,2910,no,no,telephone,29,jul,790,1,-1,0,unknown,no
5999,50,management,married,tertiary,no,-516,yes,no,unknown,15,may,226,2,-1,0,unknown,no
6000,50,management,married,tertiary,no,-151,yes,no,cellular,18,nov,63,2,-1,0,unknown,no
6001,50,management,married,tertiary,no,0,no,no,cellular,10,aug,232,3,130,3,other,no
6002,50,management,married,tertiary,no,19,no,yes,cellular,23,jul,205,1,-1,0,unknown,no
6003,50,management,married,tertiary,no,346,no,no,cellular,6,feb,178,1,-1,0,unknown,yes
6004,50,management,married,tertiary,no,398,no,no,telephone,30,jul,1567,5,-1,0,unknown,no
6005,50,management,married,tertiary,no,400,no,no,cellular,13,aug,343,2,-1,0,unknown,no
6006,50,management,married,tertiary,no,453,no,yes,unknown,4,jul,608,1,-1,0,unknown,no
6007,50,management,married,tertiary,no,469,no,no,cellular,16,apr,161,1,-1,0,unknown,yes
6008,50,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,success,yes
6009,50,management,married,tertiary,no,1396,no,no,cellular,25,aug,731,6,-1,0,unknown,yes
6010,50,management,married,tertiary,no,1612,no,no,cellular,15,jun,532,2,98,2,other,yes
6011,50,management,married,tertiary,no,2050,no,no,cellular,6,aug,158,3,-1,0,unknown,no
6012,50,management,married,tertiary,no,2366,no,no,cellular,28,jan,816,2,149,1,other,yes
6013,50,management,married,tertiary,no,2570,no,no,cellular,18,nov,273,2,-1,0,unknown,no
6014,50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,1,-1,0,unknown,yes
6015,50,management,married,tertiary,no,6739,yes,no,cellular,14,jul,68,3,-1,0,unknown,no
6016,50,management,married,tertiary,no,11528,yes,no,unknown,30,may,57,1,-1,0,unknown,no
6017,50,management,married,unknown,no,8345,no,no,cellular,27,feb,194,1,261,1,failure,yes
6018,50,management,single,secondary,no,4527,yes,no,cellular,14,may,140,1,-1,0,unknown,no
6019,50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,-1,0,unknown,no
6020,50,management,single,tertiary,no,490,no,no,cellular,14,aug,273,5,-1,0,unknown,no
6021,50,management,single,tertiary,no,3537,no,no,unknown,24,oct,305,1,-1,0,unknown,yes
6022,50,retired,married,primary,no,29,no,no,unknown,20,jun,135,5,-1,0,unknown,no
6023,50,retired,married,secondary,no,8648,no,no,cellular,12,may,731,3,176,1,failure,yes
6024,50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76,1,-1,0,unknown,yes
6025,50,self-employed,married,primary,no,0,no,no,cellular,22,aug,125,4,-1,0,unknown,no
6026,50,self-employed,married,secondary,no,10052,no,no,cellular,13,aug,665,2,-1,0,unknown,yes
6027,50,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure,no
6028,50,self-employed,married,tertiary,no,1503,no,no,cellular,27,aug,128,12,-1,0,unknown,no
6029,50,services,divorced,secondary,yes,-210,no,yes,cellular,21,aug,153,7,-1,0,unknown,no
6030,50,services,married,primary,no,5024,yes,yes,cellular,7,may,661,1,267,11,other,yes
6031,50,services,married,secondary,no,77,no,no,cellular,27,may,138,2,-1,0,unknown,no
6032,50,services,married,secondary,no,320,no,no,telephone,21,dec,294,3,315,4,success,yes
6033,50,services,married,secondary,no,901,yes,no,unknown,20,jun,8,6,-1,0,unknown,no
6034,50,services,married,secondary,no,1321,no,no,unknown,17,jun,271,2,-1,0,unknown,no
6035,50,services,married,secondary,no,1501,no,no,cellular,21,aug,946,4,-1,0,unknown,yes
6036,50,services,married,secondary,no,1595,no,no,unknown,9,jun,882,1,-1,0,unknown,yes
6037,50,services,married,secondary,no,2376,yes,no,cellular,24,sep,395,1,-1,0,unknown,yes
6038,50,services,married,secondary,no,3169,no,no,cellular,13,aug,399,1,430,1,failure,yes
6039,50,services,married,tertiary,no,218,yes,no,unknown,9,may,388,2,-1,0,unknown,no
6040,50,services,single,secondary,no,1716,yes,no,cellular,7,apr,272,1,-1,0,unknown,no
6041,50,technician,divorced,secondary,no,-298,yes,no,cellular,6,feb,68,8,-1,0,unknown,no
6042,50,technician,divorced,secondary,no,0,no,no,cellular,1,apr,280,1,184,3,success,yes
6043,50,technician,divorced,secondary,no,0,no,no,cellular,29,sep,159,1,120,2,failure,yes
6044,50,technician,divorced,secondary,no,8016,no,no,cellular,17,jul,903,4,-1,0,unknown,no
6045,50,technician,divorced,unknown,no,2794,no,no,cellular,12,aug,1336,2,-1,0,unknown,yes
6046,50,technician,married,primary,no,570,no,no,unknown,20,jun,21,3,-1,0,unknown,no
6047,50,technician,married,secondary,no,103,yes,no,unknown,12,may,79,6,-1,0,unknown,no
6048,50,technician,married,secondary,no,778,no,no,cellular,23,jul,16,1,-1,0,unknown,no
6049,50,technician,married,secondary,no,1717,no,no,telephone,7,jul,416,8,-1,0,unknown,no
6050,50,technician,married,secondary,no,1838,yes,yes,cellular,13,aug,221,8,-1,0,unknown,no
6051,50,technician,married,secondary,no,3370,no,no,cellular,2,jun,160,2,-1,0,unknown,yes
6052,50,technician,married,secondary,no,3370,no,no,cellular,21,aug,531,2,80,2,success,yes
6053,50,technician,married,secondary,no,3654,no,no,cellular,29,oct,215,2,78,2,other,yes
6054,50,technician,married,tertiary,no,2313,no,no,cellular,5,aug,553,1,-1,0,unknown,yes
6055,50,technician,married,tertiary,no,3117,no,no,cellular,20,nov,44,2,164,1,failure,no
6056,50,technician,single,secondary,no,-97,yes,no,cellular,8,apr,425,1,306,2,failure,no
6057,50,unemployed,divorced,unknown,no,1088,no,no,cellular,2,feb,749,1,-1,0,unknown,yes
6058,50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,unknown,yes
6059,50,unemployed,married,secondary,no,3478,yes,no,unknown,13,may,342,3,-1,0,unknown,no
6060,50,unemployed,married,secondary,no,3674,yes,no,unknown,30,may,886,3,-1,0,unknown,yes
6061,50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,success,yes
6062,50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,failure,yes
6063,51,admin.,divorced,secondary,no,-338,yes,no,cellular,29,jul,97,2,-1,0,unknown,no
6064,51,admin.,divorced,secondary,no,228,yes,no,unknown,6,may,136,1,-1,0,unknown,no
6065,51,admin.,divorced,secondary,no,340,yes,no,unknown,8,may,186,1,-1,0,unknown,no
6066,51,admin.,divorced,secondary,no,520,no,yes,cellular,10,jul,157,1,-1,0,unknown,no
6067,51,admin.,divorced,secondary,no,2195,yes,no,unknown,13,may,59,1,-1,0,unknown,no
6068,51,admin.,married,primary,no,1330,yes,no,unknown,15,may,415,8,-1,0,unknown,no
6069,51,admin.,married,secondary,no,50,no,no,cellular,26,aug,178,2,-1,0,unknown,no
6070,51,admin.,married,secondary,no,176,no,no,cellular,28,jan,214,1,183,2,failure,no
6071,51,admin.,married,secondary,no,241,no,no,cellular,7,dec,308,2,-1,0,unknown,yes
6072,51,admin.,married,secondary,no,2662,no,no,telephone,28,jan,148,2,-1,0,unknown,no
6073,51,admin.,married,secondary,no,3025,no,no,cellular,7,may,476,1,352,1,other,yes
6074,51,admin.,married,secondary,no,4178,yes,no,unknown,30,may,556,1,-1,0,unknown,no
6075,51,admin.,married,unknown,no,-1137,yes,yes,telephone,11,may,567,3,325,1,failure,no
6076,51,admin.,single,secondary,no,726,yes,no,cellular,27,apr,89,8,-1,0,unknown,yes
6077,51,admin.,single,secondary,no,895,no,no,cellular,23,jul,638,2,-1,0,unknown,yes
6078,51,admin.,single,secondary,no,1994,no,no,unknown,18,jun,771,2,-1,0,unknown,yes
6079,51,admin.,single,tertiary,no,394,no,no,telephone,28,jan,968,2,-1,0,unknown,yes
6080,51,blue-collar,divorced,secondary,no,734,yes,yes,cellular,5,may,17,1,-1,0,unknown,no
6081,51,blue-collar,married,primary,no,0,no,no,cellular,20,nov,85,1,-1,0,unknown,no
6082,51,blue-collar,married,primary,no,0,no,no,unknown,8,may,384,1,-1,0,unknown,no
6083,51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,no
6084,51,blue-collar,married,primary,no,201,yes,no,cellular,17,jul,582,2,-1,0,unknown,yes
6085,51,blue-collar,married,primary,no,216,yes,no,cellular,17,apr,666,3,274,3,failure,no
6086,51,blue-collar,married,primary,no,230,yes,no,unknown,6,may,673,1,-1,0,unknown,no
6087,51,blue-collar,married,primary,no,541,no,no,cellular,11,aug,663,3,-1,0,unknown,yes
6088,51,blue-collar,married,primary,no,844,yes,no,unknown,29,may,184,3,-1,0,unknown,no
6089,51,blue-collar,married,primary,no,1694,no,no,cellular,13,aug,186,2,-1,0,unknown,no
6090,51,blue-collar,married,primary,no,1869,no,no,unknown,17,jun,30,3,-1,0,unknown,no
6091,51,blue-collar,married,primary,no,3764,no,no,telephone,9,mar,450,3,181,6,success,yes
6092,51,blue-collar,married,primary,no,4497,yes,no,unknown,15,may,276,3,-1,0,unknown,no
6093,51,blue-collar,married,primary,no,7098,no,no,cellular,6,aug,1471,7,-1,0,unknown,yes
6094,51,blue-collar,married,primary,no,21614,no,no,cellular,29,aug,47,20,-1,0,unknown,no
6095,51,blue-collar,married,secondary,no,-92,yes,no,unknown,4,jun,28,4,-1,0,unknown,no
6096,51,blue-collar,married,secondary,no,33,no,yes,unknown,16,jun,721,3,-1,0,unknown,yes
6097,51,blue-collar,married,secondary,no,50,yes,yes,unknown,6,may,121,1,-1,0,unknown,no
6098,51,blue-collar,married,secondary,no,518,yes,no,cellular,12,may,918,1,-1,0,unknown,yes
6099,51,blue-collar,married,secondary,no,700,no,no,cellular,8,aug,237,4,-1,0,unknown,no
6100,51,blue-collar,married,secondary,no,814,yes,no,cellular,14,may,17,8,-1,0,unknown,no
6101,51,blue-collar,married,secondary,no,984,yes,no,telephone,7,apr,353,4,-1,0,unknown,no
6102,51,blue-collar,married,secondary,no,1022,yes,no,cellular,8,may,311,3,-1,0,unknown,no
6103,51,blue-collar,married,secondary,no,4695,no,no,cellular,29,aug,8,10,-1,0,unknown,no
6104,51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,apr,895,1,-1,0,unknown,yes
6105,51,blue-collar,married,secondary,no,7180,yes,no,unknown,14,may,927,1,-1,0,unknown,yes
6106,51,blue-collar,married,tertiary,no,2404,yes,no,telephone,20,nov,30,1,-1,0,unknown,no
6107,51,blue-collar,married,unknown,no,0,no,no,unknown,2,jun,61,7,-1,0,unknown,no
6108,51,blue-collar,married,unknown,no,0,yes,no,telephone,7,may,10,4,-1,0,unknown,no
6109,51,blue-collar,married,unknown,no,1432,no,no,cellular,9,jul,388,1,-1,0,unknown,no
6110,51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,oct,79,2,-1,0,unknown,yes
6111,51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,87,2,-1,0,unknown,no
6112,51,entrepreneur,married,primary,no,805,yes,no,cellular,8,aug,132,4,-1,0,unknown,no
6113,51,entrepreneur,married,primary,no,1443,no,no,cellular,18,feb,172,10,-1,0,unknown,yes
6114,51,entrepreneur,married,secondary,no,0,no,no,unknown,30,may,510,3,-1,0,unknown,no
6115,51,entrepreneur,married,tertiary,no,83,no,no,cellular,20,apr,267,2,-1,0,unknown,yes
6116,51,entrepreneur,married,unknown,no,606,yes,no,unknown,28,may,560,9,-1,0,unknown,yes
6117,51,entrepreneur,single,tertiary,no,0,no,no,cellular,30,jan,643,1,-1,0,unknown,no
6118,51,housemaid,divorced,primary,no,127,no,no,unknown,13,sep,69,1,-1,0,unknown,no
6119,51,housemaid,divorced,tertiary,no,1613,no,no,cellular,4,aug,870,1,-1,0,unknown,yes
6120,51,housemaid,married,primary,no,108,no,no,unknown,16,jun,278,2,-1,0,unknown,no
6121,51,housemaid,married,primary,no,618,yes,yes,cellular,4,feb,69,1,-1,0,unknown,no
6122,51,housemaid,married,primary,no,1093,no,yes,unknown,18,jun,18,1,-1,0,unknown,no
6123,51,housemaid,married,primary,no,1337,no,no,telephone,30,jul,74,6,-1,0,unknown,no
6124,51,housemaid,married,unknown,no,174,no,no,telephone,29,jul,308,3,-1,0,unknown,no
6125,51,housemaid,married,unknown,no,2337,yes,no,cellular,16,apr,251,2,266,3,other,yes
6126,51,housemaid,married,unknown,no,2337,yes,no,cellular,27,may,133,2,41,5,success,no
6127,51,management,divorced,tertiary,no,-2282,yes,yes,cellular,14,jul,301,6,-1,0,unknown,no
6128,51,management,divorced,tertiary,no,119,no,no,unknown,5,jun,112,2,-1,0,unknown,no
6129,51,management,divorced,tertiary,no,1267,yes,no,unknown,30,may,254,2,-1,0,unknown,no
6130,51,management,divorced,tertiary,no,1937,yes,no,cellular,18,nov,185,4,152,11,other,no
6131,51,management,married,primary,no,98,yes,no,unknown,7,may,114,2,-1,0,unknown,no
6132,51,management,married,primary,no,6298,yes,no,unknown,20,jun,14,3,-1,0,unknown,no
6133,51,management,married,primary,yes,57,yes,yes,unknown,8,may,61,1,-1,0,unknown,no
6134,51,management,married,secondary,no,1573,no,no,cellular,28,aug,72,18,-1,0,unknown,no
6135,51,management,married,tertiary,no,-15,no,no,cellular,25,jul,212,2,-1,0,unknown,no
6136,51,management,married,tertiary,no,0,no,no,unknown,7,jun,302,1,-1,0,unknown,yes
6137,51,management,married,tertiary,no,0,yes,yes,cellular,19,aug,263,1,84,1,other,no
6138,51,management,married,tertiary,no,0,yes,yes,unknown,29,may,410,5,-1,0,unknown,no
6139,51,management,married,tertiary,no,4,yes,no,cellular,21,nov,58,2,-1,0,unknown,no
6140,51,management,married,tertiary,no,346,no,no,cellular,11,aug,237,1,180,6,success,yes
6141,51,management,married,tertiary,no,346,no,no,cellular,12,feb,122,1,92,5,success,yes
6142,51,management,married,tertiary,no,346,no,no,cellular,12,nov,134,2,192,3,failure,yes
6143,51,management,married,tertiary,no,385,no,no,cellular,11,aug,39,2,-1,0,unknown,no
6144,51,management,married,tertiary,no,469,no,no,cellular,14,oct,491,1,182,3,success,yes
6145,51,management,married,tertiary,no,469,no,no,cellular,15,apr,200,1,181,2,success,yes
6146,51,management,married,tertiary,no,1394,yes,no,cellular,5,aug,115,1,-1,0,unknown,no
6147,51,management,married,tertiary,no,1612,yes,no,cellular,18,nov,61,2,131,1,failure,no
6148,51,management,married,tertiary,no,2455,yes,no,cellular,21,jul,553,1,-1,0,unknown,yes
6149,51,management,married,tertiary,no,2635,no,no,cellular,1,sep,181,1,98,2,failure,yes
6150,51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure,yes
6151,51,management,married,tertiary,no,3463,no,yes,cellular,13,jul,371,2,166,3,other,yes
6152,51,management,married,tertiary,no,4917,no,no,cellular,23,apr,113,1,-1,0,unknown,yes
6153,51,management,married,tertiary,yes,0,no,yes,cellular,29,jul,204,6,-1,0,unknown,no
6154,51,management,single,secondary,no,1610,yes,no,unknown,16,jun,1248,3,-1,0,unknown,yes
6155,51,management,single,tertiary,no,151,yes,no,cellular,8,sep,638,1,427,3,success,yes
6156,51,management,single,tertiary,yes,-55,yes,no,cellular,11,may,281,2,266,6,failure,no
6157,51,management,single,unknown,no,1277,no,no,cellular,22,feb,143,5,294,1,failure,no
6158,51,retired,married,primary,no,610,no,no,unknown,9,jun,86,2,-1,0,unknown,no
6159,51,retired,married,primary,no,1495,no,no,telephone,25,jul,1946,4,-1,0,unknown,yes
6160,51,retired,married,secondary,no,1435,no,no,unknown,11,jun,587,1,-1,0,unknown,yes
6161,51,retired,married,tertiary,no,580,no,no,cellular,19,nov,694,2,-1,0,unknown,yes
6162,51,retired,married,tertiary,no,746,no,no,cellular,25,aug,372,5,-1,0,unknown,yes
6163,51,retired,single,tertiary,no,730,yes,no,unknown,18,nov,287,2,-1,0,unknown,no
6164,51,self-employed,married,secondary,no,44,yes,yes,telephone,21,jul,79,1,-1,0,unknown,no
6165,51,self-employed,married,secondary,no,95,yes,no,cellular,23,jul,1309,4,-1,0,unknown,yes
6166,51,self-employed,married,secondary,no,4920,no,no,telephone,2,jun,392,2,-1,0,unknown,no
6167,51,self-employed,married,tertiary,no,5350,yes,yes,cellular,31,jul,612,4,-1,0,unknown,yes
6168,51,self-employed,single,secondary,no,0,no,no,cellular,29,oct,1707,2,-1,0,unknown,yes
6169,51,services,divorced,secondary,no,65,no,yes,cellular,15,jul,881,1,-1,0,unknown,yes
6170,51,services,married,primary,no,-553,yes,no,unknown,4,jun,149,8,-1,0,unknown,no
6171,51,services,married,primary,no,8806,yes,no,unknown,19,may,131,1,-1,0,unknown,no
6172,51,services,married,secondary,no,-467,no,no,unknown,9,jun,216,5,-1,0,unknown,no
6173,51,services,married,secondary,no,7,yes,no,cellular,31,jul,8,30,-1,0,unknown,no
6174,51,services,married,secondary,no,122,no,yes,cellular,6,aug,499,2,-1,0,unknown,no
6175,51,services,married,unknown,no,3413,no,no,cellular,27,aug,146,7,-1,0,unknown,no
6176,51,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,unknown,no
6177,51,services,single,secondary,no,513,yes,no,cellular,29,jul,331,2,-1,0,unknown,no
6178,51,technician,divorced,secondary,no,0,yes,no,unknown,28,may,463,2,-1,0,unknown,no
6179,51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,10,-1,0,unknown,no
6180,51,technician,married,secondary,no,-1944,yes,no,cellular,7,may,623,1,-1,0,unknown,yes
6181,51,technician,married,secondary,no,2,yes,yes,cellular,4,feb,71,1,205,3,failure,no
6182,51,technician,married,secondary,no,52,no,no,cellular,13,aug,114,2,-1,0,unknown,no
6183,51,technician,married,secondary,no,100,no,no,cellular,2,feb,467,2,-1,0,unknown,yes
6184,51,technician,married,secondary,no,117,no,no,cellular,18,feb,442,2,-1,0,unknown,yes
6185,51,technician,married,secondary,no,117,no,no,cellular,24,aug,467,2,88,4,other,yes
6186,51,technician,married,secondary,no,196,yes,yes,cellular,17,feb,88,1,-1,0,unknown,yes
6187,51,technician,married,secondary,no,564,no,yes,cellular,8,jul,187,2,-1,0,unknown,no
6188,51,technician,married,secondary,no,1327,no,no,cellular,7,jul,21,2,-1,0,unknown,no
6189,51,technician,married,secondary,no,2682,no,no,unknown,18,jun,56,1,-1,0,unknown,no
6190,51,technician,married,secondary,no,2937,no,no,telephone,21,nov,30,3,-1,0,unknown,no
6191,51,technician,married,secondary,no,6840,no,no,telephone,7,jul,257,1,-1,0,unknown,yes
6192,51,technician,married,tertiary,no,0,no,no,cellular,2,mar,539,2,-1,0,unknown,yes
6193,51,technician,married,tertiary,no,0,no,no,cellular,7,may,662,2,66,2,success,yes
6194,51,technician,married,tertiary,no,0,no,no,telephone,17,nov,81,1,-1,0,unknown,no
6195,51,technician,married,tertiary,no,1533,no,no,unknown,18,jun,242,2,-1,0,unknown,no
6196,51,technician,married,unknown,no,573,yes,yes,unknown,14,may,231,1,-1,0,unknown,no
6197,51,technician,single,tertiary,no,11222,yes,no,cellular,21,nov,126,2,171,7,failure,no
6198,51,unemployed,divorced,secondary,no,-56,yes,no,cellular,19,nov,544,3,-1,0,unknown,no
6199,51,unemployed,married,primary,no,1162,yes,no,cellular,25,jul,2015,1,-1,0,unknown,yes
6200,51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735,1,-1,0,unknown,yes
6201,51,unemployed,married,tertiary,no,1801,no,no,cellular,16,apr,838,3,-1,0,unknown,yes
6202,51,unknown,married,unknown,no,2642,no,no,cellular,29,jul,52,6,-1,0,unknown,no
6203,52,admin.,divorced,secondary,no,48,no,yes,cellular,17,nov,591,1,-1,0,unknown,no
6204,52,admin.,divorced,unknown,no,0,no,no,cellular,26,aug,168,4,-1,0,unknown,no
6205,52,admin.,married,secondary,no,299,no,no,cellular,19,nov,310,4,-1,0,unknown,no
6206,52,admin.,married,secondary,no,484,yes,no,unknown,6,may,128,1,-1,0,unknown,no
6207,52,admin.,married,secondary,no,722,no,no,cellular,26,oct,99,2,185,3,failure,no
6208,52,admin.,married,secondary,no,1113,no,yes,cellular,8,jul,83,1,-1,0,unknown,no
6209,52,admin.,married,secondary,no,1228,yes,yes,cellular,4,aug,218,1,-1,0,unknown,yes
6210,52,admin.,married,secondary,no,1648,yes,no,cellular,19,nov,172,3,-1,0,unknown,no
6211,52,admin.,single,secondary,no,-528,yes,yes,cellular,1,jun,1144,2,-1,0,unknown,yes
6212,52,admin.,single,unknown,no,872,yes,no,telephone,18,may,82,6,335,1,other,no
6213,52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes
6214,52,blue-collar,divorced,primary,no,0,no,no,cellular,20,nov,19,1,-1,0,unknown,no
6215,52,blue-collar,divorced,primary,no,196,yes,no,unknown,7,may,119,3,-1,0,unknown,no
6216,52,blue-collar,divorced,primary,no,2800,no,no,unknown,19,jun,149,1,-1,0,unknown,no
6217,52,blue-collar,divorced,primary,yes,-183,yes,no,unknown,6,may,145,1,-1,0,unknown,no
6218,52,blue-collar,married,primary,no,36,no,no,cellular,13,aug,109,2,-1,0,unknown,no
6219,52,blue-collar,married,primary,no,117,no,yes,cellular,24,jul,164,2,-1,0,unknown,no
6220,52,blue-collar,married,primary,no,230,yes,no,cellular,6,may,198,2,170,2,failure,no
6221,52,blue-collar,married,primary,no,306,no,no,cellular,28,jan,223,1,-1,0,unknown,yes
6222,52,blue-collar,married,primary,no,1271,no,no,cellular,18,aug,131,3,-1,0,unknown,no
6223,52,blue-collar,married,primary,no,1409,yes,no,unknown,19,jun,224,1,-1,0,unknown,no
6224,52,blue-collar,married,primary,no,1624,no,no,unknown,20,jun,114,3,-1,0,unknown,no
6225,52,blue-collar,married,primary,no,2396,yes,no,cellular,15,may,48,7,-1,0,unknown,no
6226,52,blue-collar,married,primary,no,4793,yes,no,unknown,6,jun,176,2,-1,0,unknown,no
6227,52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,jun,442,8,-1,0,unknown,yes
6228,52,blue-collar,married,secondary,no,331,no,no,cellular,8,aug,84,4,-1,0,unknown,no
6229,52,blue-collar,married,secondary,no,408,no,no,cellular,29,jan,338,2,-1,0,unknown,no
6230,52,blue-collar,married,secondary,no,555,yes,no,cellular,12,may,314,2,-1,0,unknown,no
6231,52,blue-collar,married,secondary,no,580,no,no,cellular,21,nov,965,2,-1,0,unknown,yes
6232,52,blue-collar,married,secondary,no,665,yes,no,unknown,15,may,57,4,-1,0,unknown,no
6233,52,blue-collar,married,secondary,no,955,no,yes,cellular,3,feb,153,1,48,3,success,yes
6234,52,blue-collar,married,secondary,no,955,no,yes,cellular,17,jun,301,2,134,4,success,yes
6235,52,blue-collar,married,secondary,no,1117,yes,no,cellular,13,may,365,1,-1,0,unknown,no
6236,52,blue-collar,married,secondary,no,1319,no,no,telephone,30,apr,37,2,-1,0,unknown,no
6237,52,blue-collar,married,secondary,no,1405,no,yes,cellular,17,jul,753,2,-1,0,unknown,yes
6238,52,blue-collar,married,secondary,no,1500,no,yes,unknown,20,jun,109,3,-1,0,unknown,no
6239,52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes
6240,52,blue-collar,married,secondary,no,2230,no,no,cellular,29,oct,423,3,-1,0,unknown,yes
6241,52,blue-collar,married,secondary,no,2276,no,no,unknown,20,jun,83,3,-1,0,unknown,no
6242,52,blue-collar,married,secondary,no,5275,no,yes,cellular,22,jul,1029,3,-1,0,unknown,no
6243,52,blue-collar,married,secondary,no,5828,yes,no,telephone,13,may,276,2,-1,0,unknown,no
6244,52,blue-collar,married,secondary,no,7119,no,yes,telephone,20,nov,871,3,-1,0,unknown,yes
6245,52,blue-collar,married,tertiary,no,297,yes,no,cellular,18,nov,62,2,195,1,failure,no
6246,52,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,1486,1,-1,0,unknown,yes
6247,52,blue-collar,single,secondary,no,1541,yes,no,unknown,14,may,243,1,-1,0,unknown,no
6248,52,entrepreneur,divorced,secondary,no,7,no,no,cellular,24,jul,150,5,-1,0,unknown,no
6249,52,entrepreneur,divorced,secondary,no,105,no,yes,telephone,22,jul,275,4,-1,0,unknown,no
6250,52,entrepreneur,married,primary,no,8298,yes,yes,unknown,28,may,123,18,-1,0,unknown,no
6251,52,entrepreneur,married,secondary,no,1306,no,no,cellular,15,jun,288,1,-1,0,unknown,yes
6252,52,entrepreneur,married,tertiary,yes,-468,no,no,cellular,8,jul,534,1,-1,0,unknown,yes
6253,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,583,1,147,1,success,yes
6254,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,20,nov,653,1,-1,0,unknown,yes
6255,52,housemaid,divorced,secondary,no,131,yes,yes,cellular,11,may,87,1,-1,0,unknown,no
6256,52,housemaid,married,primary,no,135,no,no,cellular,8,aug,172,9,-1,0,unknown,no
6257,52,housemaid,married,primary,no,256,no,no,cellular,6,aug,137,1,-1,0,unknown,no
6258,52,housemaid,married,primary,no,3283,no,no,unknown,11,jun,553,1,-1,0,unknown,no
6259,52,housemaid,married,primary,no,10943,no,no,cellular,16,sep,292,1,-1,0,unknown,yes
6260,52,housemaid,married,secondary,no,234,no,no,cellular,20,nov,208,1,-1,0,unknown,no
6261,52,housemaid,married,secondary,no,3923,yes,no,unknown,14,may,942,3,-1,0,unknown,yes
